corp_code,fy,기업명,군,업종코드,rcept_no,is_amend,doc_name,doc_type,kam_section_found,no_kam_stated,n_kam,has_gc,gc_text,opinion,opinion_basis,auditor,n_sections,sections
00249441,2020,(주)씨씨에스충북방송,콘텐츠,60222,20210322000376,0,연결감사보고서,연결,1,0,2,1,재무제표에 대한 주석 41에 주의를 기울여야 할 필요가 있습니다. 그 동안 회사는 과학기술정보통신부로부터 종합유선방송사업에 대한 재허가 거부처분을 받아 회사의 계속기업관련 중요한 불확실성 상황에 놓여 있었으나 2020년 12월 2일 재허가 승인을 받아 종합유선방송사업을 지속할 수 있게 되었습니다. 그러나 2020년 12월 31일 현재 회사는 발행주식의 매매가 거래정지 되고 있으며 2021년 1월 12일 코스닥시장위원회는 개선계획 이행내역 등과 관련하여 추가적인 확인을 위해 추후 심의를 속개하기로 결정하여 감사보고서일 현재 회사 발행주식의 매매거래정지가 지속되고 있습니다. 이러한 사건이나 상황은 주석 41에서 설명하고 있는 바와 같이 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재할 수 있다고 판단됩니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다,적정,,020년 12월 31일 까지 대성삼경회계법인,6,계속기업관련 중요한 불확실성|강조사항|핵심감사사항|기타사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00249441,2021,(주)씨씨에스충북방송,콘텐츠,60222,20220321000539,0,연결감사보고서,연결,1,0,2,0,,적정,,,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00249441,2022,(주)씨씨에스충북방송,콘텐츠,60222,20230320000593,0,연결감사보고서,연결,1,0,1,0,,미상,,별시 서초구 강남대로 221 동아송강회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00249441,2023,(주)씨씨에스충북방송,콘텐츠,60222,20240320001271,0,연결감사보고서,연결,1,0,1,0,,미상,,별시 서초구 강남대로 221 동아송강회계법인,5,감사의견근거|강조사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00249441,2024,(주)씨씨에스충북방송,콘텐츠,60222,20250318000259,0,연결감사보고서,연결,1,0,0,0,,적정,,보고기간의 연결 재무제표는 동아송강회계법인,6,감사의견근거|강조사항|핵심감사사항|기타사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00249441,2025,(주)씨씨에스충북방송,콘텐츠,60222,20260323001734,0,연결감사보고서,연결,1,0,1,0,,적정,,2025년 12월 31일 까지 안진회계법인,6,감사의견근거|강조사항|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2019,(주)제이와이피엔터테인먼트,콘텐츠,59201,20200330003245,0,연결감사보고서,연결,1,0,2,0,,적정,,2018년 12월 31일 까지 한미회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2020,(주)제이와이피엔터테인먼트,콘텐츠,59201,20210318001273,0,연결감사보고서,연결,1,0,2,0,,적정,,2019년 12월 31일 까지 한미회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2021,(주)제이와이피엔터테인먼트,콘텐츠,59201,20220321001029,0,연결감사보고서,연결,1,0,2,0,,적정,,우진빌딩 5층) 이정회계법인,5,감사의견근거|기타사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2022,(주)제이와이피엔터테인먼트,콘텐츠,59201,20230320000741,0,연결감사보고서,연결,1,0,2,0,,적정,,우진빌딩 5층) 이정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2023,(주)제이와이피엔터테인먼트,콘텐츠,59201,20240318000479,0,연결감사보고서,연결,1,0,1,0,,적정,,2022년 12월 31일 까지 이정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2024,(주)제이와이피엔터테인먼트,콘텐츠,59201,20250317000598,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 삼정회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00258689,2025,(주)제이와이피엔터테인먼트,콘텐츠,59201,20260318001519,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2019,(주)바른손이앤에이,콘텐츠,591,20200330001573,0,연결감사보고서,연결,1,0,1,0,,적정,,별시 강남구 남부순환로 2913 대주회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2020,(주)바른손이앤에이,콘텐츠,591,20210322001072,0,연결감사보고서,연결,1,0,0,0,,적정,,별시 강남구 남부순환로 2913 대주회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2021,(주)바른손이앤에이,콘텐츠,591,20220322000831,0,연결감사보고서,연결,1,0,1,0,,적정,,부터 2021년 12월 31일 까지 회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2022,(주)바른손이앤에이,콘텐츠,591,20230322001107,0,연결감사보고서,연결,1,0,1,0,,적정,,부터 2021년 12월 31일 까지 회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2023,(주)바른손이앤에이,콘텐츠,591,20240320001486,0,연결감사보고서,연결,1,0,2,0,,적정,,부터 2022년 12월 31일 까지 회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2024,(주)바른손이앤에이,콘텐츠,591,20250320001242,0,연결감사보고서,연결,1,0,2,0,,적정,,2024년 12월 31일 까지 예일회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00259590,2025,(주)바른손이앤에이,콘텐츠,591,20260320001010,0,연결감사보고서,연결,1,0,2,0,,적정,,2024년 12월 31일 까지 예일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00260930,2019,(주)에스엠엔터테인먼트,콘텐츠,59201,20200330004089,0,연결감사보고서,연결,1,0,1,0,,적정,,2018년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00260930,2020,(주)에스엠엔터테인먼트,콘텐츠,59201,20210322001115,0,연결감사보고서,연결,1,0,1,0,,적정,,2020년 12월 31일 까지 삼정회계법인,6,감사의견근거|강조사항|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00260930,2021,(주)에스엠엔터테인먼트,콘텐츠,59201,20220323001290,0,연결감사보고서,연결,1,0,1,0,,적정,,2020년 12월 31일 까지 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00260930,2022,(주)에스엠엔터테인먼트,콘텐츠,59201,20230323001460,0,연결감사보고서,연결,1,0,1,0,,적정,,강남파이낸스센터 27층) 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00260930,2023,(주)에스엠엔터테인먼트,콘텐츠,59201,20240319000808,0,연결감사보고서,연결,1,0,1,0,,적정,,2023년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00260930,2024,(주)에스엠엔터테인먼트,콘텐츠,59201,20250317000813,0,연결감사보고서,연결,1,0,0,0,,적정,,2024년 12월 31일 까지 삼정회계법인,4,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임
00260930,2025,(주)에스엠엔터테인먼트,콘텐츠,59201,20260317000781,0,연결감사보고서,연결,1,0,0,0,,적정,,2024년 12월 31일 까지 삼정회계법인,3,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임
00263371,2019,(주)한국경제티브이,콘텐츠,60221,20200327002059,0,연결감사보고서,연결,1,0,1,0,,적정,,2018년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00263371,2020,(주)한국경제티브이,콘텐츠,60221,20210318000764,0,연결감사보고서,연결,1,0,1,0,,적정,,2019년 12월 31일 까지 삼일회계법인,5,감사의견근거|강조사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00263371,2021,(주)한국경제티브이,콘텐츠,60221,20220317000615,0,연결감사보고서,연결,1,0,1,0,,적정,,2021년 12월 31일 까지 대주회계법인,5,감사의견근거|핵심감사사항|기타사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00263371,2022,(주)한국경제티브이,콘텐츠,60221,20230316000338,0,연결감사보고서,연결,1,0,1,0,,적정,,2021년 12월 31일 까지 대주회계법인,3,감사의견근거|핵심감사사항|재무제표감사에 대한 감사인의 책임
00263371,2023,(주)한국경제티브이,콘텐츠,60221,20240314001190,0,연결감사보고서,연결,1,0,1,0,,적정,,2022년 12월 31일 까지 대주회계법인,3,감사의견근거|핵심감사사항|재무제표감사에 대한 감사인의 책임
00263371,2024,(주)한국경제티브이,콘텐츠,60221,20250320000818,0,연결감사보고서,연결,1,0,1,0,,미상,,2024년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00263371,2025,(주)한국경제티브이,콘텐츠,60221,20260319000516,0,연결감사보고서,연결,1,0,0,0,,적정,,2024년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00265324,2019,(주)씨제이이엔엠,콘텐츠,602,20200330004766,0,연결감사보고서,연결,1,0,2,0,,적정,,2018년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00265324,2020,(주)씨제이이엔엠,콘텐츠,602,20210322000740,0,연결감사보고서,연결,1,0,1,0,,적정,,2019년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|강조사항|연결재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00265324,2021,(주)씨제이이엔엠,콘텐츠,602,20220321001256,0,연결감사보고서,연결,1,0,1,0,,적정,,2020년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|강조사항|연결재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00265324,2022,(주)씨제이이엔엠,콘텐츠,602,20230320000724,0,연결감사보고서,연결,1,0,1,0,,적정,,2022년 12월 31일 까지 삼정회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00265324,2023,(주)씨제이이엔엠,콘텐츠,602,20240318000857,0,연결감사보고서,연결,1,0,1,0,,적정,,강남파이낸스센터 27층) 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00265324,2024,(주)씨제이이엔엠,콘텐츠,602,20250319000884,0,연결감사보고서,연결,1,0,1,0,,적정,,강남파이낸스센터 27층) 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00265324,2025,(주)씨제이이엔엠,콘텐츠,602,20260318001469,0,연결감사보고서,연결,1,0,1,0,,적정,,2025년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00266943,2019,넥슨지티(주),게임,5821,20200330003825,0,연결감사보고서,연결,1,0,1,0,,적정,,2018년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00266943,2020,넥슨지티(주),게임,5821,20210317000666,0,연결감사보고서,연결,1,0,1,0,,적정,,2019년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00266943,2021,넥슨지티(주),게임,5821,20220317000812,0,연결감사보고서,연결,1,0,1,0,,적정,,삼일회계법인,5,감사의견 근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00280688,2019,스튜디오에스(주),콘텐츠,591,20200330002703,0,연결감사보고서,연결,1,0,1,0,,적정,,2018년 12월 31일 까지 한영회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00280688,2020,스튜디오에스(주),콘텐츠,591,20210318000705,0,연결감사보고서,연결,1,0,1,0,,적정,,2019년 12월 31일 까지 한영회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00280688,2021,스튜디오에스(주),콘텐츠,591,20220317001191,0,연결감사보고서,연결,1,0,1,0,,적정,,2020년 12월 31일 까지 한영회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00280688,2022,스튜디오에스(주),콘텐츠,591,20230315001296,0,연결감사보고서,연결,1,0,1,0,,적정,,2021년 12월 31일 까지 한영회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00280688,2023,스튜디오에스(주),콘텐츠,591,20240321001065,0,연결감사보고서,연결,0,0,0,0,,적정,,2022년 12월 31일 까지 한영회계법인,3,감사의견근거|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2019,(주)초록뱀미디어,콘텐츠,59114,20210322000479,1,연결감사보고서,연결,1,0,2,0,,적정,,2018년 12월 31일 까지 성현회계법인,6,감사의견근거|강조사항|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2020,(주)초록뱀미디어,콘텐츠,59114,20210322000509,0,연결감사보고서,연결,1,0,2,0,,적정,,2020년 12월 31일 까지 동현회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2021,(주)초록뱀미디어,콘텐츠,59114,20220322001073,0,연결감사보고서,연결,1,0,1,0,,적정,,2021년 12월 31일 까지 삼일회계법인,6,감사의견근거|핵심감사사항|강조사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2022,(주)초록뱀미디어,콘텐츠,59114,20230322001131,0,연결감사보고서,연결,1,0,0,0,,적정,,2021년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2023,(주)초록뱀미디어,콘텐츠,59114,20240320001829,0,연결감사보고서,연결,1,0,2,0,,적정,,2022년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|강조사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2024,(주)초록뱀미디어,콘텐츠,59114,20250321001771,0,연결감사보고서,연결,1,0,2,0,,적정,,2023년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|강조사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00299464,2025,(주)초록뱀미디어,콘텐츠,59114,20260323000926,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00301112,2019,(주)삼화네트웍스,콘텐츠,59120,20200327001117,0,연결감사보고서,연결,0,0,0,0,,적정,,2018년 12월 31일 까지 대주회계법인,3,감사의견근거|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00301112,2020,(주)삼화네트웍스,콘텐츠,59120,20210322000251,0,연결감사보고서,연결,1,0,1,0,,적정,,2019년 12월 31일 까지 대주회계법인,4,감사의견근거|핵심감사사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00301112,2021,(주)삼화네트웍스,콘텐츠,59120,20220322000295,0,연결감사보고서,연결,1,0,1,0,,적정,,2020년 12월 31일 까지 대주회계법인,4,감사의견근거|핵심감사사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00301112,2022,(주)삼화네트웍스,콘텐츠,59120,20230323000380,0,연결감사보고서,연결,1,0,1,0,,적정,,2021년 12월 31일 까지 대주회계법인,4,감사의견근거|핵심감사사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00301112,2023,(주)삼화네트웍스,콘텐츠,59120,20240321001036,0,연결감사보고서,연결,1,0,1,0,,적정,,2022년 12월 31일 까지 대주회계법인,4,감사의견근거|핵심감사사항|재무제표에 대한 경영진과 지배기구의 책임|재무제표감사에 대한 감사인의 책임
00301112,2024,(주)삼화네트웍스,콘텐츠,59120,20250320000129,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 도원회계법인,5,감사의견근거|핵심감사사항|기타사항|재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00301112,2025,(주)삼화네트웍스,콘텐츠,59120,20260318000485,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 도원회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303794,2019,(주)쇼박스,콘텐츠,59130,20200330002612,0,연결감사보고서,연결,1,0,1,0,,적정,,2018년 12월 31일 까지 한영회계법인,3,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임
00303794,2020,(주)쇼박스,콘텐츠,59130,20210310001210,0,연결감사보고서,연결,1,0,1,0,,적정,,2019년 12월 31일 까지 한영회계법인,4,감사의견근거|강조사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임
00303794,2021,(주)쇼박스,콘텐츠,59130,20220315001143,0,연결감사보고서,연결,1,0,1,0,,적정,,2020년 12월 31일 까지 한영회계법인,3,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임
00303794,2022,(주)쇼박스,콘텐츠,59130,20230315001421,0,연결감사보고서,연결,1,0,1,0,,적정,,2022년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303794,2023,(주)쇼박스,콘텐츠,59130,20240313001426,0,연결감사보고서,연결,1,0,1,0,,적정,,2022년 12월 31일 까지 삼일회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303794,2024,(주)쇼박스,콘텐츠,59130,20250317000833,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 삼정회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303794,2025,(주)쇼박스,콘텐츠,59130,20260318001592,0,연결감사보고서,연결,1,0,1,0,,적정,,2024년 12월 31일 까지 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2019,씨제이씨지브이(주),콘텐츠,59141,20200330003232,0,연결감사보고서,연결,1,0,4,0,,적정,,강남파이낸스센터 27층) 삼정회계법인,4,감사의견근거|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2020,씨제이씨지브이(주),콘텐츠,59141,20210319001272,0,연결감사보고서,연결,1,0,2,0,,적정,,2019년 12월 31일 까지 삼정회계법인,5,감사의견근거|강조사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2021,씨제이씨지브이(주),콘텐츠,59141,20220321001182,0,연결감사보고서,연결,1,0,2,0,,적정,,2020년 12월 31일 까지 삼정회계법인,5,감사의견근거|강조사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2022,씨제이씨지브이(주),콘텐츠,59141,20230320001054,0,연결감사보고서,연결,1,0,2,0,,적정,,강남파이낸스센터 27층) 삼정회계법인,5,감사의견근거|강조사항|핵심감사사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2023,씨제이씨지브이(주),콘텐츠,59141,20240318000720,0,연결감사보고서,연결,1,0,2,0,,적정,,2022년 12월 31일 까지 삼정회계법인,5,감사의견근거|핵심감사사항|강조사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2024,씨제이씨지브이(주),콘텐츠,59141,20250317000874,0,연결감사보고서,연결,1,0,2,0,,적정,,강남파이낸스센터 27층) 삼정회계법인,5,감사의견근거|핵심감사사항|강조사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00303873,2025,씨제이씨지브이(주),콘텐츠,59141,20260318001114,0,연결감사보고서,연결,1,0,0,0,,적정,,2025년 12월 31일 까지 삼일회계법인,5,감사의견근거|핵심감사사항|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00347877,2019,(주)세영디앤씨,콘텐츠,901,20200330002517,0,연결감사보고서,연결,0,0,0,0,,의견거절,"(1)계속기업 가정의 불확실성 연결회사의 재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로 연결회사의 자산과 부채가 정상적인 사업활동 과정을 통하여 회수되거나상환될 수 있다는 가정 하에 회계처리되었습니다. 그러나 연결재무재표에 대한 주석 37에서 설명하고있는 바와 같이 연결회사는 2019년 12월 31일로 종료되는 회계연도에 영업손실과 당기순손실이 각각 9,149백만원과 25,341백만원이며, 부의 영업활동 현금흐름이 4,563백만원입니다. 그리고 연결회사의 영업부진을 타개하기 위한 경영진의 신규사업 등도 구체적이지 아니하며, 재무구조 개선을 위한 자금조달내역과 계획도 충분하지 아니합니다. 이러한 상황은 연결회사의 계속기업으로의 존속능력에 대하여 유의적인 의문을 초래합니다. 연결회사가 계속기업으로서 존속할지의 여부는 주석 37에서 설명하고 있는 연결회사의 향후 매출증대, 원가절감, 자금조달계획 등 경영개선계획의 성패에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 그러나 이러한 불확실성의 최종결과로 발생될 수도 있는 자산과 부채 및 관련 손익항목에 대한 수정을 위해 이를 합리적으로 추정할 수 있는 감사증거를 확보할 수 없었습니다. (2)선급금에 대한 확인 연결회사는 Spackman Media Group Limited.의 주식 8,951,936주를 취득하기 위하여 13,000백만원을 지급하고 이를 선급금으로 연결재무제표에 계상하고 있습니다. 이는 2019년 12월 31일 현재 연결회사 순자산의 37.37%에해당합니다. 그러나 우리는 동 거래의 정당성과 해당자산의 회수가능성 등에 대하여 충분하고 적합한 감사증거를 입수할 수 없었습니다. 그 결과 동 금액의 수정이 필요한지 여부를 결정할 수 없었습니다.",2019년 12월 31일 까지 대현회계법인,4,의견거절근거|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00347877,2020,(주)세영디앤씨,콘텐츠,901,20210323001177,0,연결감사보고서,연결,0,0,0,0,,의견거절,"우리는 2020년 12월 31일로 종료되는 회계연도의 연결재무제표에 대한 감사절차 실시에 필요한 주요 자료를 제공 받지 못하였습니다. 우리는 동 사항에 대한 감사범위의 제한 때문에 대한민국의 회계감사기준에서 요구하는 감사절차를 수행할 수 없었습니다. 또한, 대체적 절차를 통하여도 이를 확인할 수 없었습니다.",2020년 12월 31일 까지 이촌회계법인,4,의견거절근거|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00347877,2021,(주)세영디앤씨,콘텐츠,901,20220323001134,0,연결감사보고서,연결,0,0,0,0,,의견거절,"우리는 2021년 12월 31일로 종료되는 회계연도의 연결재무제표에 대한 감사절차 실시에 필요한 주요 자료를 제공 받지 못하였습니다. 우리는 동 사항에 대한 감사범위의 제한 때문에 대한민국의 회계감사기준에서 요구하는 감사절차를 수행할 수 없었습니다. 또한, 대체적 절차를 통하여도 이를 확인할 수 없었습니다.",료되는 보고기간의 연결재무제표는 이촌회계법인,4,의견거절근거|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00347877,2022,(주)세영디앤씨,콘텐츠,901,20230323001122,0,연결감사보고서,연결,0,0,0,0,,의견거절,"2021년 12월 31일로 종료하는 보고기간의 연결재무제표는 타감사인이 감사하였으며, 2022년 3월 21일자 감사보고서에서 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여, 우리는 회사의 2022년 1월 1일자 연결재무제표에 대한 충분하고 적합한 증거를 확보하지 못하였으며, 또한 대체적인 방법에 의하여도 기초연결재무제표에 대해 만족할 만한 결과를 얻지 못하였습니다. 이로 인하여, 기초연결재무제표에 포함되었을 수도 있는왜곡표시가 당기말 현재의 재무상태, 당기의 재무성과와 현금흐름에 미치는 영향을 결정할 수 없었습니다.",2022년 12월 31일 까지 대현회계법인,4,의견거절근거|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00347877,2023,(주)세영디앤씨,콘텐츠,901,20240321000531,0,연결감사보고서,연결,0,0,0,0,,적정,,2023년 12월 31일 까지 대현회계법인,4,감사의견근거|기타사항|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
00347877,2024,(주)세영디앤씨,콘텐츠,901,20250321000834,0,연결감사보고서,연결,0,0,0,0,,적정,,2023년 12월 31일 까지 대현회계법인,3,감사의견근거|연결재무제표에 대한 경영진과 지배기구의 책임|연결재무제표감사에 대한 감사인의 책임
