corp_code,기업명,군,fy,has_report,has_gc,adverse,opinion,auditor,n_kam,sig_t1,why_t1,sig_t2,why_t2,sig_2y,sadv_t1,smiss_t1,sadv_t2,smiss_t2,sigB_t1,sigB_t2,sigB_2y
173449,(주)빌리언스,콘텐츠,2020,1,0,0,적정,,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173449,(주)빌리언스,콘텐츠,2021,1,0,0,적정,2021년 12월 31일 까지 한길회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173449,(주)빌리언스,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 한길회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173449,(주)빌리언스,콘텐츠,2023,1,0,0,적정,,0,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
173449,(주)빌리언스,콘텐츠,2024,1,0,0,적정,결자본변동표 및 연결현금흐름표는 한길회계법인,1,,,,,,,,,,,,
200275,(주)와이티엔,콘텐츠,2019,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200275,(주)와이티엔,콘텐츠,2020,1,0,0,적정,2020년 12월 31일 까지 삼덕회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200275,(주)와이티엔,콘텐츠,2021,1,0,0,적정,2020년 12월 31일 까지 삼덕회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200275,(주)와이티엔,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 삼덕회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200275,(주)와이티엔,콘텐츠,2023,1,0,0,적정,2023년 12월 31일 까지 신한회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
200275,(주)와이티엔,콘텐츠,2024,1,0,0,적정,2023년 12월 31일 까지 신한회계법인,1,,,,,,,,,,,,
203315,(주)콘텐트리중앙,콘텐츠,2019,1,0,0,적정,,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203315,(주)콘텐트리중앙,콘텐츠,2020,1,0,0,적정,종료되는 보고기간의 재무제표는 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203315,(주)콘텐트리중앙,콘텐츠,2021,1,0,0,적정,020년 12월 31일 까지 대성삼경회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203315,(주)콘텐트리중앙,콘텐츠,2022,1,0,0,적정,021년 12월 31일 까지 대성삼경회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203315,(주)콘텐트리중앙,콘텐츠,2023,1,0,0,적정,2023년 12월 31일 까지 안진회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
203315,(주)콘텐트리중앙,콘텐츠,2024,1,0,0,적정,2023년 12월 31일 까지 안진회계법인,1,,,,,,,,,,,,
204642,(주)티비씨,콘텐츠,2019,1,0,0,적정,,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204642,(주)티비씨,콘텐츠,2020,1,0,0,미상,료되는 보고기간의 연결재무제표는 신한회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204642,(주)티비씨,콘텐츠,2021,1,0,0,미상,료되는 보고기간의 연결재무제표는 선일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204642,(주)티비씨,콘텐츠,2022,1,0,0,미상,별시 서초구 강남대로 221 동아송강회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204642,(주)티비씨,콘텐츠,2023,1,0,0,적정,별시 서초구 강남대로 221 동아송강회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
204642,(주)티비씨,콘텐츠,2024,1,0,0,미상,,1,,,,,,,,,,,,
207755,(주)지에스홈쇼핑,콘텐츠,2019,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,0,0.0,,1.0,보고서 제출 중단,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
207755,(주)지에스홈쇼핑,콘텐츠,2020,1,0,0,적정,종료된 보고기간의 연결재무제표는 삼정회계법인,1,1.0,보고서 제출 중단,1.0,보고서 제출 중단,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
208134,(주)케이엔엔,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 안경회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208134,(주)케이엔엔,콘텐츠,2020,1,0,0,적정,,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208134,(주)케이엔엔,콘텐츠,2021,1,0,0,적정,,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208134,(주)케이엔엔,콘텐츠,2022,1,0,0,적정,,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208134,(주)케이엔엔,콘텐츠,2023,1,0,0,적정,용 4 2024년 02월 02일 안경회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
208134,(주)케이엔엔,콘텐츠,2024,1,0,0,적정,론 2 2024년 07월 24일 안경회계법인,1,,,,,,,,,,,,
222532,(주)엘지헬로비전,콘텐츠,2019,1,0,0,적정,,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222532,(주)엘지헬로비전,콘텐츠,2020,1,0,0,적정,,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222532,(주)엘지헬로비전,콘텐츠,2021,1,0,0,적정,2020년 12월 31일 까지 안진회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222532,(주)엘지헬로비전,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 안진회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222532,(주)엘지헬로비전,콘텐츠,2023,1,0,0,적정,2022년 12월 31일 까지 안진회계법인,0,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
222532,(주)엘지헬로비전,콘텐츠,2024,1,0,0,적정,2023년 12월 31일 까지 안진회계법인,0,,,,,,,,,,,,
223762,(주)케이티지니뮤직,콘텐츠,2019,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223762,(주)케이티지니뮤직,콘텐츠,2020,1,0,0,적정,종료되는 보고기간의 재무제표는 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223762,(주)케이티지니뮤직,콘텐츠,2021,1,0,0,적정,,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223762,(주)케이티지니뮤직,콘텐츠,2022,1,0,0,적정,,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223762,(주)케이티지니뮤직,콘텐츠,2023,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
223762,(주)케이티지니뮤직,콘텐츠,2024,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,,,,,,,,,,,,
230036,(주)드래곤플라이,게임,2019,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230036,(주)드래곤플라이,게임,2020,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230036,(주)드래곤플라이,게임,2021,1,0,0,적정,료되는 보고기간의 연결재무제표는 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230036,(주)드래곤플라이,게임,2022,1,0,0,적정,2021년 12월 31일 까지 선진회계법인,1,0.0,,1.0,비적정의견,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
230036,(주)드래곤플라이,게임,2023,1,0,0,적정,2022년 12월 31일 까지 선진회계법인,1,1.0,비적정의견,,,1.0,1.0,0.0,,,1.0,,1.0
230036,(주)드래곤플라이,게임,2024,1,0,1,의견거절,료되는 보고기간의 연결재무제표는 선진회계법인,0,,,,,,,,,,,,
231691,(주)판타지오,콘텐츠,2019,1,1,0,적정,018년 12월 31일 까지 성도이현회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231691,(주)판타지오,콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 성현회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231691,(주)판타지오,콘텐츠,2021,1,0,0,적정,,3,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231691,(주)판타지오,콘텐츠,2022,1,0,0,적정,2022년 06월 30일 까지 신우회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231691,(주)판타지오,콘텐츠,2023,1,0,0,적정,2022년 06월 30일 까지 신우회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
231691,(주)판타지오,콘텐츠,2024,1,0,0,적정,2023년 06월 30일 까지 신우회계법인,1,,,,,,,,,,,,
249441,(주)씨씨에스충북방송,콘텐츠,2019,1,1,0,적정,2019년 12월 31일 까지 세정회계법인,0,1.0,GC 재기재,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249441,(주)씨씨에스충북방송,콘텐츠,2020,1,1,0,적정,별시 강남구 영동대로 333 대성삼경회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249441,(주)씨씨에스충북방송,콘텐츠,2021,1,0,0,적정,,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249441,(주)씨씨에스충북방송,콘텐츠,2022,1,0,0,미상,별시 서초구 강남대로 221 동아송강회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249441,(주)씨씨에스충북방송,콘텐츠,2023,1,0,0,미상,별시 서초구 강남대로 221 동아송강회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
249441,(주)씨씨에스충북방송,콘텐츠,2024,1,0,0,적정,보고기간의 연결 재무제표는 동아송강회계법인,0,,,,,,,,,,,,
258689,(주)제이와이피엔터테인먼트,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 한미회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258689,(주)제이와이피엔터테인먼트,콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 한미회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258689,(주)제이와이피엔터테인먼트,콘텐츠,2021,1,0,0,적정,2021년 12월 31일 까지 이정회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258689,(주)제이와이피엔터테인먼트,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 이정회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258689,(주)제이와이피엔터테인먼트,콘텐츠,2023,1,0,0,적정,2022년 12월 31일 까지 이정회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
258689,(주)제이와이피엔터테인먼트,콘텐츠,2024,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,,,,,,,,,,,,
259590,(주)바른손이앤에이,콘텐츠,2019,1,0,0,적정,별시 강남구 남부순환로 2913 대주회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259590,(주)바른손이앤에이,콘텐츠,2020,1,0,0,적정,별시 강남구 남부순환로 2913 대주회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259590,(주)바른손이앤에이,콘텐츠,2021,1,0,0,적정,부터 2021년 12월 31일 까지 회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259590,(주)바른손이앤에이,콘텐츠,2022,1,0,0,적정,부터 2021년 12월 31일 까지 회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259590,(주)바른손이앤에이,콘텐츠,2023,1,0,0,적정,부터 2022년 12월 31일 까지 회계법인,2,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
259590,(주)바른손이앤에이,콘텐츠,2024,1,0,0,적정,2024년 12월 31일 까지 예일회계법인,2,,,,,,,,,,,,
260930,(주)에스엠엔터테인먼트,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260930,(주)에스엠엔터테인먼트,콘텐츠,2020,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260930,(주)에스엠엔터테인먼트,콘텐츠,2021,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260930,(주)에스엠엔터테인먼트,콘텐츠,2022,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260930,(주)에스엠엔터테인먼트,콘텐츠,2023,1,0,0,적정,2023년 12월 31일 까지 삼일회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
260930,(주)에스엠엔터테인먼트,콘텐츠,2024,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,0,,,,,,,,,,,,
263371,(주)한국경제티브이,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263371,(주)한국경제티브이,콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263371,(주)한국경제티브이,콘텐츠,2021,1,0,0,적정,2021년 12월 31일 까지 대주회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263371,(주)한국경제티브이,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 대주회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263371,(주)한국경제티브이,콘텐츠,2023,1,0,0,적정,2022년 12월 31일 까지 대주회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
263371,(주)한국경제티브이,콘텐츠,2024,1,0,0,미상,2024년 12월 31일 까지 삼일회계법인,1,,,,,,,,,,,,
265324,(주)씨제이이엔엠,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 삼일회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265324,(주)씨제이이엔엠,콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265324,(주)씨제이이엔엠,콘텐츠,2021,1,0,0,적정,2020년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265324,(주)씨제이이엔엠,콘텐츠,2022,1,0,0,적정,2022년 12월 31일 까지 삼정회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265324,(주)씨제이이엔엠,콘텐츠,2023,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
265324,(주)씨제이이엔엠,콘텐츠,2024,1,0,0,적정,강남파이낸스센터 27층) 삼정회계법인,1,,,,,,,,,,,,
266943,넥슨지티(주),게임,2019,1,0,0,적정,2018년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266943,넥슨지티(주),게임,2020,1,0,0,적정,2019년 12월 31일 까지 삼일회계법인,1,0.0,,1.0,보고서 제출 중단,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
266943,넥슨지티(주),게임,2021,1,0,0,적정,2021년 12월 31일 까지 한영회계법인,1,1.0,보고서 제출 중단,1.0,보고서 제출 중단,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
280688,스튜디오에스(주),콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 한영회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280688,스튜디오에스(주),콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 한영회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280688,스튜디오에스(주),콘텐츠,2021,1,0,0,적정,2020년 12월 31일 까지 한영회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280688,스튜디오에스(주),콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 한영회계법인,1,0.0,,1.0,보고서 제출 중단,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
280688,스튜디오에스(주),콘텐츠,2023,1,0,0,적정,2022년 12월 31일 까지 한영회계법인,0,1.0,보고서 제출 중단,,,1.0,0.0,1.0,,,1.0,,1.0
299464,(주)초록뱀미디어,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 성현회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299464,(주)초록뱀미디어,콘텐츠,2020,1,0,0,적정,2020년 12월 31일 까지 동현회계법인,2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299464,(주)초록뱀미디어,콘텐츠,2021,1,0,0,적정,2021년 12월 31일 까지 삼일회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299464,(주)초록뱀미디어,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 삼일회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299464,(주)초록뱀미디어,콘텐츠,2023,1,0,0,적정,2022년 12월 31일 까지 삼일회계법인,2,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
299464,(주)초록뱀미디어,콘텐츠,2024,1,0,0,적정,2023년 12월 31일 까지 삼일회계법인,2,,,,,,,,,,,,
301112,(주)삼화네트웍스,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 대주회계법인,0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301112,(주)삼화네트웍스,콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 대주회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301112,(주)삼화네트웍스,콘텐츠,2021,1,0,0,적정,2020년 12월 31일 까지 대주회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301112,(주)삼화네트웍스,콘텐츠,2022,1,0,0,적정,2021년 12월 31일 까지 대주회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301112,(주)삼화네트웍스,콘텐츠,2023,1,0,0,적정,2022년 12월 31일 까지 대주회계법인,1,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0
301112,(주)삼화네트웍스,콘텐츠,2024,1,0,0,적정,2024년 12월 31일 까지 도원회계법인,1,,,,,,,,,,,,
303794,(주)쇼박스,콘텐츠,2019,1,0,0,적정,2018년 12월 31일 까지 한영회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303794,(주)쇼박스,콘텐츠,2020,1,0,0,적정,2019년 12월 31일 까지 한영회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303794,(주)쇼박스,콘텐츠,2021,1,0,0,적정,2020년 12월 31일 까지 한영회계법인,1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
