corp_code,기업명,군,fy,의견,감사인,사유수,사유,근거단락
00364795,(주)레드로버,콘텐츠,2024,의견거절,2024년 12월 31일 까지 현대회계법인,5,재무제표·자료 자체 미제시|전기 의견변형 이월(기초잔액)|계속기업 불확실성의 결과 추정 불가|매출·수익의 실재성|자산의 실재성·평가,"(1) 기초재무제표에 대한 감사범위의 제한 2023년 12월 31일로 종료되는 보고기간의 재무제표는 타감사인이 감사하였으며, 타감사인은 2024년 3월 22일자 감사보고서에서 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여, 우리는 회사의 2024년 1월 1일자 재무제표에 대한 충분한 증거를 확보하지 못하였으며, 또한 대체적인 방법에 의하여도 기초재무제표에 대해 만족할 만한 결과를 얻지 못하였습니다. 이로 인하여, 기초재무제표에 포함되었을 수도있는 왜곡표시가 당기말 현재의 재무상태, 당기의 재무성과와 현금흐름에 미치는 영향을 결정할 수 없었습니다.(2) 주요 감사절차의 제약우리는 주요 감사절차인 금융자산의 공정가치 평가, 부외부채의 완전성, 법인세 회계처리의 적정성, 유형자산의 손상 검토 등을 수행하기 위한 자료를 제공받지 못하였 고, 채권 실재성 확인을 위한 외부조회, 매출의 실재성 확인을 위한 자료 등을 한정적으로만 입수 할 수 있었으므로 회사의 재무제표에 대한 감사의견을 형성하기 위해 충분하고 적합한 감사증거를 확보하지 못하였습니다. 이러한 전반적인 감사범위 제한으로 인하여, 우리는 회사의 당기 재무제표 구성요소들에 대하여 수정이 필요한지 여부를 결정할 수 없었습니다.(3) 계속기업관련 중요한 불확실성회사의 재무제표는 회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로, 회사의 자산과 부채가 정상적인 사업활동과정을 통하여 회수되거나 상환될 수 있다는 가정하에 회계처리 되었습니다. 그러나 회사는 당기 보고기간 현재 영업손실이 782백만원이며 당기순손실이 501백만원이고, 당기 보고기간말 현재 누적 결손금은 159,174백만원입니다. 이러한 상황은 계속기업으로서 그 존속능력에 유의적 의문을 제기하고 있습니다. 회사가 계속기업으로서 존속할 지의 여부는 부채상환과 기타 자금수요를 위해 필요한 자금조달계획과 재무 및 경영개선계획의 최종결과에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 그러나 우리는 이러한 불확실성의 최종결과로 발생될 수도 있는 자산과 부채 및 관련 손익항목에 대한 수정을 위해 이를 합리적으로 추정할 수 있는 감사증거를 확보할 수 없었습니다."
01046203,(주)로아앤코홀딩스,콘텐츠,2023,한정의견,2022년 12월 31일 까지 이촌회계법인,2,자금·투자거래의 정당성|자산의 실재성·평가,"주식회사 열해당 매각거래와 관련한 불확실성 (주석32-(4) 참조) (1)우리는 연결회사의 (주)열해당 매각거래와 관련한 하기 사실관계에 따른 불확실성이 연결재무제표에 미치는 영향 및 우발상황과 관련하여 충분하고 적합한 감사증거를 확보할 수 없었습니다. 1) 온성준은 연결회사의 '경제적 실질 의사결정자'로서 본인이 실질적 경영자인 (주)나인원쓰리를 통하여 2022년 4월 28일에 (주)열해당에 대한 인수계약을 체결하였다가 취소하였으며, 이후 연결회사가 (주)열해당에 대한 인수계약을 2022년 11월 29일에 체결하고 (주)열해당을 인수하였습니다. 2023년 5월 30일에 온성준이 향후 지분의 100%를 소유하게 될 (주)루시드홀딩스로부터 (주)열해당을 인수하겠다는 매수제안을 받아 2023년 10월 31일에 열해당 지분 100%를 (주)루시드홀딩스에 매각하는 계약을 체결하였습니다.2) 지배회사의 (주)열해당에 대한 대여금 및 미수이자(이하 ""대여금 등"")는 209억원(잔금청산일 기준)이며, (주)열해당을 양도하는 계약을 체결한 이후에도 지배회사는 약 20억원의 추가자금을 대여하였습니다. 2024년 4월 15일 (주)루시드홀딩스가 잔금157.5억원을 지급하는 경우 (주)열해당의 소유권은 (주)루시드홀딩스로 이전되는 상황에서 대여금 등의 회수가능성에 대하여 의문이 제기되는 상황입니다.3) 지배회사는 주식매매계약을 체결하였음에도 불구하고 해당 주식에 대하여 100% 손상을 인식하였으며, (주)루시드홀딩스의 매각대금 잔금 납부가능성은 (주)에스엘에너지의 지분 공개매각 여부에 달려있어 그 가능성이 매우 높다고 보기 어렵다고 판단하고 있습니다. 우리는 대한민국의 회계감사기준에 따라 감사를 수행하였습니다. 이 기준에 따른 우리의 책임은 이 감사보고서의 연결재무제표 감사에 대한 감사인의 책임 단락에 기술되어 있습니다. 우리는 연결재무제표 감사와 관련된 대한민국의 윤리적 요구사항에 따라 연결회사로부터 독립적이며, 그러한 요구사항에 따른 기타의 윤리적 책임들을 이행하였습니다. 우리가 입수한 감사증거가 한정의견을 위한 근거로서 충분하고 적합하다고 우리는 믿습니다."
01046203,(주)로아앤코홀딩스,콘텐츠,2024,한정의견,2024년 12월 31일 까지 삼정회계법인,1,자금·투자거래의 정당성,"2023년 12월 31일로 종료되는 보고기간의 연결재무제표에 대한 타감사인의 2024년4월 8일자 감사보고서에서 기재된 주식회사 열해당 매각거래와 관련한 사실관계에 따른 불확실성이 감사보고서일 현재까지 해소되지 않았습니다. 또한 연결실체는 주식회사 루시드홀딩스가 주식회사 열해당 매각거래의 잔금을 지급하지 못함에 따라, 최초 매각거래 체결 당시 정해진 잔금 기일 이후부터 감사보고서일까지 수 차례에 걸쳐 중도금 및 잔금 지급 기한을 연장하는 계약을 체결하였고, 지배기업은 매각 계약 체결 이후에도 추가적으로 주식회사 열해당에 대여금을 지급하였습니다. 우리는 이러한 일련의 거래와 관련한 불확실성에 대해 충분하고 적합한 감사증거를 확보하지 못하였으며, 이에 따라 해당 거래가 당기말 현재의 연결재무상태 및 당기의 연결재무성과와 연결현금흐름에 미치는 영향을 결정할 수 없었습니다."
00347877,(주)세영디앤씨,콘텐츠,2019,의견거절,료되는 보고기간의 연결재무제표는 지성회계법인,2,계속기업 불확실성의 결과 추정 불가|매출·수익의 실재성,"(1)계속기업 가정의 불확실성 연결회사의 재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로 연결회사의 자산과 부채가 정상적인 사업활동 과정을 통하여 회수되거나상환될 수 있다는 가정 하에 회계처리되었습니다. 그러나 연결재무재표에 대한 주석 37에서 설명하고있는 바와 같이 연결회사는 2019년 12월 31일로 종료되는 회계연도에 영업손실과 당기순손실이 각각 9,149백만원과 25,341백만원이며, 부의 영업활동 현금흐름이 4,563백만원입니다. 그리고 연결회사의 영업부진을 타개하기 위한 경영진의 신규사업 등도 구체적이지 아니하며, 재무구조 개선을 위한 자금조달내역과 계획도 충분하지 아니합니다. 이러한 상황은 연결회사의 계속기업으로의 존속능력에 대하여 유의적인 의문을 초래합니다. 연결회사가 계속기업으로서 존속할지의 여부는 주석 37에서 설명하고 있는 연결회사의 향후 매출증대, 원가절감, 자금조달계획 등 경영개선계획의 성패에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 그러나 이러한 불확실성의 최종결과로 발생될 수도 있는 자산과 부채 및 관련 손익항목에 대한 수정을 위해 이를 합리적으로 추정할 수 있는 감사증거를 확보할 수 없었습니다. (2)선급금에 대한 확인 연결회사는 Spackman Media Group Limited.의 주식 8,951,936주를 취득하기 위하여 13,000백만원을 지급하고 이를 선급금으로 연결재무제표에 계상하고 있습니다. 이는 2019년 12월 31일 현재 연결회사 순자산의 37.37%에해당합니다. 그러나 우리는 동 거래의 정당성과 해당자산의 회수가능성 등에 대하여 충분하고 적합한 감사증거를 입수할 수 없었습니다. 그 결과 동 금액의 수정이 필요한지 여부를 결정할 수 없었습니다."
00347877,(주)세영디앤씨,콘텐츠,2020,의견거절,료되는 보고기간의 연결재무제표는 대현회계법인,1,재무제표·자료 자체 미제시,"우리는 2020년 12월 31일로 종료되는 회계연도의 연결재무제표에 대한 감사절차 실시에 필요한 주요 자료를 제공 받지 못하였습니다. 우리는 동 사항에 대한 감사범위의 제한 때문에 대한민국의 회계감사기준에서 요구하는 감사절차를 수행할 수 없었습니다. 또한, 대체적 절차를 통하여도 이를 확인할 수 없었습니다."
00347877,(주)세영디앤씨,콘텐츠,2021,의견거절,료되는 보고기간의 연결재무제표는 이촌회계법인,1,재무제표·자료 자체 미제시,"우리는 2021년 12월 31일로 종료되는 회계연도의 연결재무제표에 대한 감사절차 실시에 필요한 주요 자료를 제공 받지 못하였습니다. 우리는 동 사항에 대한 감사범위의 제한 때문에 대한민국의 회계감사기준에서 요구하는 감사절차를 수행할 수 없었습니다. 또한, 대체적 절차를 통하여도 이를 확인할 수 없었습니다."
00347877,(주)세영디앤씨,콘텐츠,2022,의견거절,2022년 12월 31일 까지 대현회계법인,1,전기 의견변형 이월(기초잔액),"2021년 12월 31일로 종료하는 보고기간의 연결재무제표는 타감사인이 감사하였으며, 2022년 3월 21일자 감사보고서에서 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여, 우리는 회사의 2022년 1월 1일자 연결재무제표에 대한 충분하고 적합한 증거를 확보하지 못하였으며, 또한 대체적인 방법에 의하여도 기초연결재무제표에 대해 만족할 만한 결과를 얻지 못하였습니다. 이로 인하여, 기초연결재무제표에 포함되었을 수도 있는왜곡표시가 당기말 현재의 재무상태, 당기의 재무성과와 현금흐름에 미치는 영향을 결정할 수 없었습니다."
00154426,(주)아이에이치큐,콘텐츠,2022,의견거절,2021년 12월 31일 까지 삼일회계법인,2,자금·투자거래의 정당성|자산의 실재성·평가,"우리는 다음 사항과 관련하여 연결재무제표에 공시된 유의적 불확실성의 영향을 고려하였습니다.주요 감사절차의 제약 등우리는 2022년 12월 31일로 종료하는 보고기간 동안 발생한 연결회사의 투자 및 자금거래와 관련하여 거래의 정당성, 취득금액 및 손상차손 금액의 적정성 등에 대하여충분하고 적합한 감사증거를 확보하지 못하였습니다. 이로 인하여 연결재무제표에 포함되었을 수도 있는 왜곡표시가 당기말 현재의 재무상태, 당기의 재무성과와 현금흐름에 미치는 영향을 결정할 수 없었습니다."
00154426,(주)아이에이치큐,콘텐츠,2023,의견거절,삼일회계법인,3,전기 의견변형 이월(기초잔액)|매출·수익의 실재성|자산의 실재성·평가,"(1) 당 보고기간 기초 잔액에 대한 감사범위 제한 연결회사의 2022년 12월 31일로 종료되는 보고기간의 연결재무제표는 타감사인이 감사하였으며, 이 감사인의 2023년 4월 5일자 연결감사보고서에서 감사의견을 표명하지 아니하였습니다. 이로 인하여, 당 보고기간 기초 잔액에 포함되었을 수도 있는 왜곡표시가 연결회사의 2023년 12월 31일 현재의 재무상태와 동일로 종료되는 보고기간의 재무성과 및 현금흐름 그리고 중요한 회계정책 정보를 포함한 재무제표의 주석에 미치는 영향을 결정하기 위한 충분하고 적합한 감사증거를 입수할 수 없었습니다. (2) 신뢰성 있는 연결재무제표의 미수령 및 주요 감사절차의 제약우리는 연결회사가 제시한 연결재무제표의 신뢰성과 관련하여 충분하고 적합한 감사증거를 입수할 수 없었습니다. 감사절차에 제약이 있었던 주요 내용은 당기손익-공정가치측정금융자산 및 기타포괄손익-공정가치측정금융자산에 대한 취득 및 처분과 공정가치 평가 및 손상, 관계기업 투자주식에 대한 취득 및 처분과 손상에 대한 충분하고 적합한 증거를 입수할 수 없었으며, 전환사채 및 파생상품에 대한 거래 관련 내역 및 매출채권 및 매출채권 대손충당금 산정내역에 대한 충분하고 적합한 증거를 입수할 수 없었습니다. 이와 같은 사항들의 결과, 우리는 연결회사의 2023년 12월 31일 현재의 연결재무상태표, 동일로 종료되는 보고기간의 연결포괄손익계산서, 연결자본변동표, 연결현금흐름표 그리고 중요한 회계정책 정보를 포함한 연결재무제표의 주석에 관하여 수정이 필요한지 여부를 결정할 수 없었습니다."
00154426,(주)아이에이치큐,콘텐츠,2024,의견거절,,2,전기 의견변형 이월(기초잔액)|자산의 실재성·평가,"(1) 당 보고기간 기초 잔액에 대한 감사범위 제한 회사의 2023년 12월 31일로 종료하는 보고기간의 연결재무제표는 우리가 감사하였으며, 우리는 2024년 3월 13일자 감사보고서에서 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여 우리는 회사의 2024년 1월 1일자 연결재무제표에 대한 충분한 증거를 확보하지 못하였습니다. 이로 인하여 기초재무제표에 포함되었을 수도 있는 왜곡표시가 2024년 12월 31일 현재의 재무상태와 동일로 종료되는 보고기간의 재무성과와 현금흐름 그리고 중요한 회계정책정보를 포함한 재무제표의 주석에 미치는 영향을 결정하기 위한 충분하고 적합한 감사증거를 확보할 수 없었습니다. (2) 일부 감사절차의 제약감사절차에 제약이 있었던 주요 내용은 당기손익-공정가치측정 금융자산 및 기타포괄손익-공정가치측정 금융자산에 대한 공정가치 평가 및 손상, 미디어사업부분 현금창출단위의 손상평가에 대한 충분하고 적합한 증거를 입수할 수 없었습니다.이와 같은 사항들의 결과, 우리는 회사의 2024년 12월 31일 현재의 연결재무상태표, 동일로 종료되는 보고기간의 연결포괄손익계산서, 연결자본변동표, 연결현금흐름표 그리고 중요한 회계정책 정보를 포함한 연결재무제표의 주석에 관하여 수정이 필요한지 여부를 결정할 수 없었습니다."
01259056,(주)애닉,게임,2021,의견거절,안진회계법인,2,계속기업 불확실성의 결과 추정 불가|매출·수익의 실재성,"의견거절근거 단락에서 기술된 사항의 유의성 때문에 연결재무제표에 대한 감사의견의 근거를 제공하는 충분하고 적합한 감사증거를 입수할 수 없었습니다. 의견거절의 근거 연결회사의 연결재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로, 연결회사의 자산과 부채가 정상적인 사업활동과정을 통하여 회수되거나 상환될 수 있다는 가정 하에 회계처리되었습니다. 그러나, 연결재무제표에 대한주석 37에서 설명하고 있는 바와 같이, 연결회사는 당기말 현재 유동자산 9,477백만원, 유동부채 12,400백만원으로서 유동부채가 유동자산을 초과하고 있으며, 당기 중영업손실 44,122백만원, 당기순손실 39,274백만원이 발생하였습니다. 이러한 사건이나 상황은 연결회사가 계속기업으로서의 존속능력에 대하여 유의적 의문이 제기할만한 중요한 불확실성이 존재함을 나타냅니다. 연결회사가 계속기업으로서 존속할지의 여부는 연결회사의 매출 증대 등을 통한 재무개선 및 유동성 확보 계획의 성패에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 그러나 우리는 이러한 연결회사의 매출 증대 등을 통한 재무개선 및 유동성 확보 계획에 대한 충분하고 적합한 감사증거를 입수할 수 없었으며, 이러한 불확실성의 최종 결과로 발생될 수도 있는 자산과 부채 및 관련 손익 항목에 대한 수정을 위해 이를 합리적으로 추정할 수 있는 감사증거를 확보할 수 없었습니다."
00122339,(주)이매진아시아,콘텐츠,2019,의견거절,018년 12월 31일 까지 이정지율회계법인,4,계속기업 불확실성의 결과 추정 불가|특수관계자 범위·거래 확인 불가|자금·투자거래의 정당성|자산의 실재성·평가,"우리는 다음 사항과 관련하여 연결재무제표에 공시된 유의적 불확실성의 영향을 고려하였습니다. 1. 감사범위 제한 우리는 주요 자산의 취득, 처분 및 자금거래 등과 관련한 자금 흐름과 거래의 타당성, 그리고 연결범위의 판단을 위한 충분하고 적합한 증거를 확보하지 못하였으며, 대체적인 절차에 의해서도 만족할만한 결과를 얻지 못하였습니다. 이로 인하여 자산ㆍ부채의 실재성, 완전성, 거래의 발생사실 및 타당성, 자산의 평가와 관련된 연결재무제표의 구성요소에 관하여 추가적인 수정이 필요한지 여부를 결정할 수 없었습니다. 2. 특수관계자 범위 및 거래내역 연결회사가 제시한 특수관계자 및 특수관계자와의 거래내역에 대해 특수관계자 범위 및 거래에 대한 완전성과 정확성을 판단할 충분하고 적합한 감사증거를 확보하지 못하였습니다. 이로 인하여 연결재무제표의 구성요소에 관하여 추가적인 수정이 필요한지 여부를 결정할 수 없었습니다. 3. 계속기업가정의 불확실 연결회사의 연결재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로 연결회사의 자산과 부채가 정상적인 영업활동과정을 통하여 회수되거나 상환될 수 있다는 가정하에 회계처리 되었습니다. 그러나 연결회사가 우리에게 제시한 2019년 12월 31일로 종료되는 보고기간의 연결재무제표에서 당기 및 전기에 각각 3,780백만원과 3,944백만원의 영업손실과 각각 19,846백만원 및 11,827백만원의 지배기업소유지지분당기순손실이 발생하였습니다. 이로써 당기말 현재 누적결손금은 97,430백만원이며 자본잠식률은 88.9%에 달하고 있습니다. 또한, 연결회사는 보고서일 현재 상장폐지결정되어 2019년 12월 4일에 코스닥시장위원회로부터 1년간의 개선기간을 부여받았습니다. 이러한 상황은 연결회사의 계속기업으로서 존속능력에 유의적인 의문을 제기하는 바, 계속기업으로서의 존속여부는 연결회사의 향후 자금조달계획 및 경영개선계획 등 자구계획의 성패에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 우리는 이러한 불확실성의 최종결과로 발생할 수 있는 자산과 부채 그리고 관련 손익항목 및 주석에 대한 수정사항을 합리적으로 추정할 수 있는 증거를 확보할 수 없었습니다."
00122339,(주)이매진아시아,콘텐츠,2020,의견거절,는 보고기간의 연결재무제표는 이정지율회계법인,5,전기 의견변형 이월(기초잔액)|계속기업 불확실성의 결과 추정 불가|자금·투자거래의 정당성|자산의 실재성·평가|핵심인력 이탈,"(1) 감사범위의 제한 2019년 12월 31일로 종료하는 보고기간의 연결재무제표는 이정지율회계법인이 감사하였으며, 2020년 3월 19일자 감사보고서에서 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여, 우리는 연결회사의 2020년 1월 1일자 연결재무제표에 대한 충분하고 적합한 증거를 확보하지 못하였으며, 대체적인 방법에 의하여도 기초연결재무제표에 대해 만족할 만한 결과를 얻지 못하였습니다. 이로 인하여, 기초연결재무제표에 포함되었을 수도 있는 왜곡표시가 2020년 12월 31일 현재의 재무상태 및 동일로 종료하는 보고기간의 재무성과와 현금흐름에 미치는 영향을 결정할 수 없었습니다. 또한, 우리는 연결회사의 핵심인력 퇴사 등의 사유로 2020년 12월 31일로 종료되는 보고기간의 연결재무제표에 대한 감사절차 실시를 위한 주요 자산의 취득, 처분 및 자금거래 등과 관련하여 자금 흐름과 거래의 타당성 판단을 위한 충분하고 적합한 증거를 확보하지 못하였으며, 대체적인 절차에 의해서도 만족할만한 결과를 얻지 못하였습니다. 이로 인하여 자산ㆍ부채의 실재성, 완전성, 거래의 발생사실 및 타당성, 자산의 평가 및 주석사항을 위한 충분하고 적합한 감사증거를 입수하지 못하였습니다. (2) 계속기업가정의 불확실성 연결회사의 연결재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로 연결회사의 자산과 부채가 정상적인 영업활동과정을 통하여 회수되거나 상환될 수 있다는 가정하에 회계처리 되었습니다. 그러나 연결회사는 2020년 12월 31일로 종료되는 보고기간에 2,364백만원의 영업손실과 12,887백만원의 당기순손실이 발생하여, 당기말 현재 누적결손금은 110,313백만원이며 완전자본잠식상태입니다. 또한, 연결회사는 감사보고서일 현재 상장폐지결정되었으며, 서울회생법원으로부터 2020년 7월 8일자로 회생절차 개시결정을 받은 후 2021년 3월 5일 회생절차 폐지결정을 받았습니다. 이러한 상황은 연결회사의 계속기업으로서 존속능력에 유의적인 의문을 제기하는 바, 계속기업으로서의 존속여부는 연결회사의 향후 자금조달계획 및 경영개선계획 등 자구계획의성패에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 우리는 이러한 불확실성의 최종결과로 발생할 수 있는 자산과 부채 그리고 관련 손익항목 및 주석에 대한 수정사항을 합리적으로 추정할 수 있는 증거를 확보할 수 없었습니다."
00359474,(주)제이웨이,콘텐츠,2020,의견거절,의 전기 재무제표는 타감사인(대성삼경회계법인,4,계속기업 불확실성의 결과 추정 불가|특수관계자 범위·거래 확인 불가|자금·투자거래의 정당성|매출·수익의 실재성,"우리는 당기 중 발생한 연결회사의 마스크 매출, 대여금 및 지급수수료 등 자금거래 흐름의 타당성 및 사실 판단, 거래상대방의 특수관계자 여부 등을 판단할 충분하고 적합한 감사증거를 확보하지 못하였습니다. 이로 인해 추가적인 수정이 필요한지 여부를 결정할 수 없었습니다. 또한 연결회사가 계속기업으로서 존속할지의 여부는 상기 사항 및 주석 36에서 설명하고 있는 상장적격성 실질심사 결과에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 그러나 이러한 불확실성의 최종 결과로 발생될 수도 있는 자산과 부채 및 관련 손익항목에 대한 수정여부 등을 합리적으로 추정할 수 있는 감사증거를 확보할 수 없었습니다."
00359474,(주)제이웨이,콘텐츠,2021,의견거절,2020년 12월 31일 까지 삼일회계법인,5,재무제표·자료 자체 미제시|계속기업 불확실성의 결과 추정 불가|특수관계자 범위·거래 확인 불가|자금·투자거래의 정당성|매출·수익의 실재성,"(1) 전기 연결재무제표에 대한 감사범위의 제한 우리는 연결회사의 2020년 12월 31일로 종료하는 보고기간의 연결재무제표에 대하여 감사를 수행하였으며, 2021년 3월 23일자 감사보고서에서 연결회사의 마스크 매출, 대여금 및 지급수수료 등 자금거래 흐름의 타당성 및 사실 판단, 거래상대방의 특수관계자 여부 등을 판단할 충분하고 적합한 감사증거를 확보하지 못하였음과 계속기업가정에 대한 불확실성을 사유로 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여, 우리는 연결회사의 전기 연결재무제표에 대한 충분하고 적합한 감사증거를 확보하지 못하여, 전기 연결재무제표에 대해 만족할 만한 결과를 얻지 못하였습니다. 이로 인하여, 전기말 연결재무제표에 포함되었을 수도 있는 왜곡표시가 당기말 현재의 연결재무상태, 당기의 연결재무성과와 연결현금흐름에 미치는 영향을 결정할 수 없었습니다. (2) 당기 연결재무제표에 대한 감사범위의 제한 우리는 당기 중 발생한 연결회사의 대여금 및 투자주식 거래 등과 관련하여 자금거래 흐름의 타당성 및 사실 판단, 거래상대방의 특수관계자 여부 등을 판단할 충분하고 적합한 감사증거를 확보하지 못하였습니다. 또한, 당기 연결재무제표 및 연결재무제표에 대한 주석과 관련하여 일부 감사절차 실시에 필요한 주요 자료를 제공받지 못하였습니다. 이로 인해 추가적인 수정이 필요한지 여부를 결정할 수 없었습니다. (3) 계속기업가정에 대한 불확실성 연결회사의 연결재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로 연결회사의 자산과 부채가 정상적인 영업활동과정을 통하여 회수되거나 상환될 수 있다는 가정하에 회계처리 되었습니다. 그러나, 연결회사는 2021년 12월 31일로 종료되는 보고기간에 영업손실 3,812백만원, 법인세비용차감전순손실 6,618백만원 및 부의 영업현금흐름 2,187백만원이 발생하였습니다. 이러한 상황은 계속기업으로서의 존속능력에 의문을 제기하는 바 계속기업으로서의 존속여부는 연결회사의 향후 자금조달계획과 생산, 판매, 재무 등 경영개선계획의 성패와 우발채무의 최종결과 및 상장적격성 실질심사 결과에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 이러한 계속기업가정에 유의적 의문을 제기하는 상황에도 불구하고 회사의 경영진은 계속기업가정에 대한 평가를 수행하지 않았으며 이로 인해 우리는 계속기업가정의 사용이 적합한지에 대한 충분하고 적합한 감사증거를 입수할 수 없었습니다."
00359474,(주)제이웨이,콘텐츠,2022,의견거절,2022년 12월 31일 까지 한미회계법인,5,재무제표·자료 자체 미제시|전기 의견변형 이월(기초잔액)|계속기업 불확실성의 결과 추정 불가|특수관계자 범위·거래 확인 불가|자금·투자거래의 정당성,"(1) 전기 재무제표에 대한 감사범위의 제한 전기감사인은 회사의 2021년 12월 31일로 종료하는 보고기간의 재무제표에 대하여 감사를 수행하였으며, 2022년 3월 23일자 감사보고서에서 대여금 및 투자주식 거래 등과 관련하여 자금거래 흐름의 타당성 및 사실 판단, 거래상대방의 특수관계자 여부등을 판단할 충분하고 적합한 감사증거 제공받지 못한 점과 전기 재무제표 및 전기 재무제표 주석에 대한 일부 감사절차 실시에 필요한 주요 자료를 제공받지 못하였음 및 계속기업가정에 대한 불확실성을 사유로 감사의견을 표명하지 아니하였습니다. 동 사유로 인하여, 기초 재무제표에 포함되었을 수도 있는 왜곡표시가 당기말 현재의재무상태, 당기의 재무성과와 현금흐름에 미치는 영향을 결정할 수 없었습니다. (2) 당기 재무제표에 대한 감사범위의 제한 우리는 당기 중 재무제표 및 재무제표에 대한 주석과 관련하여 주요 감사절차 실시에필요한 주요 자료를 제공받지 못하였습니다. 이로 인해 추가적인 수정이 필요한지 여부를 결정할 수 없었습니다. (3) 계속기업가정에 대한 불확실성 회사의 재무제표는 회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로 회사의 자산과 부채가 정상적인 영업활동과정을 통하여 회수되거나 상환될 수 있다는 가정하에 회계처리 되었습니다. 그러나, 회사는 2022년 12월 31일로 종료되는 보고기간말의 총부채가 총자산을 4,881백만원을 초과, 유동부채가 유동자산을 4,124백만원을 초과하고 있으며, 동일로 종료되는 보고기간에 영업손실 1,468백만원, 법인세비용차감전순손실 1,256백만원 및 부의 영업현금흐름 658백만원이 발생하였습니다. 이러한 상황은 계속기업으로서의 존속능력에 의문을 제기하는 바 계속기업으로서의 존속여부는 회사의 향후 자금조달계획과 생산, 판매, 재무 등 경영개선계획의성패와 우발채무의 최종결과 및 상장적격성 실질심사 결과에 따라 좌우되는 중요한 불확실성을 내포하고 있습니다. 이러한 계속기업가정에 유의적 의문을 제기하는 상황에도 불구하고 회사의 경영진은 계속기업가정에 대한 평가를 수행하지 않았으며이로 인해 우리는 계속기업가정의 사용이 적합한지에 대한 충분하고 적합한 감사증거를 입수할 수 없었습니다. 기타사항(1) 상장폐지 사유 발생 2021년 02월 03일 불성실공시법인 지정으로 인한 상장적격성 실질심사 대상 사유가발생하여 거래정지되었으며, 실질심사 대상여부 결정을 위한 조사기간 중 2021년 3월 21일자에 최대주주 변경으로 코스닥시장상장규정 제38조제2항제5호의 종합적 요건에 의한 상장폐지 가능성 등을 검토하여 상장적격성 실질심사 대상으로 결정하였습니다. 또한 2021년 독립된 감사인의 감사보고서 상 감사의견 거절에 따라 형식적 상장폐지요건이 추가되었습니다. 이에 대해 회사는 코스닥시장상장규정 시행세칙제33조의4에 의거, 2021년 4월 6일 이의신청서를 제출함에 따라, 거래소는 코스닥시장상장규정 제40조에 의거 2022년 4월 14일까지 개선기간을 부여하였습니다. 2022년 5월 27일 개최된 기업심사위원회에서 2022년 8월 31일까지의 개선계획 이행내역을 반영하여 이후 개최되는 기업심사위원회에서 상장폐지 여부에 대한 심의를 속개하기로 결정하였습니다. 2022년 12월 28일 개최된 기업심사위원회에서 당사의 주권을 상장폐지로 심의, 의결하여 2023년 1월 2일 정리매매가 개시될 예정이었습니다. 회사는 2022년 12월 30일 거래소의 상장폐지 결정에 대한 효력정지 가처분을 신청하였고 현재 판결을 기다리고 있습니다. (2) 회생절차 개시결정 회사는 2022년 5월 2일 회생절차개시를 신청하여 2022년 5월 4일 보전처분, 2022년6월 10일 개시결정을 받았습니다. 회사는 회생 중 M&A를 목적으로 2022년 8월 19일 매각주간사를 선정하고 인수자를 물색하였으나, 2022년 거래소의 상장폐지 결정을 수령할때까지 인수자를 명확하게 확보하지 못하였습니다. 현재 회사가 접수한 상장폐지결정 가처분 신청의 결과에 따라 회생절차 진행여부의 실익을 판단하여 추가적인 회생절차 진행 여부를 결정할 예정입니다."
